"Choose photos on your computer to add to this note. (2MB maximum)";"Choose photos on your computer to add to this note. (2MB maximum)"
"Show my notes";"Show my notes"
"Search: ";"Search: "
"Browse by:";"Browse by:"
"Write a New Note";"Write a New Note"
"Write a new note by filling the information below, then click ""Post Note"".";"Write a new note by filling the information below, then click ""Post Note""."
"Note Title";"Note Title"
"Tags (Keywords)";"Tags (Keywords)"
"Body";"Body"
"Show this note in search results.";"Show this note in search results."
"Post Note";"Post Note"
"or";"or"
"Edit Note";"Edit Note"
"Edit the information of your note using the form below.";"Edit the information of your note using the form below."
"Page Profile Notes";"Circle Profile Notes"
"This widget forms the Notes tab on the Page Profile and displays the notes of the Page. It should be placed in the Tabbed Blocks area of the Page Profile.";"This widget forms the Notes tab on the Circle Profile and displays the notes of the Circle. It should be placed in the Tabbed Blocks area of the Circle Profile."
"Displays list of a Page's most commented notes. This widget should be placed on the Page Profile.";"Displays list of a Circle's most commented notes. This widget should be placed on the Circle Profile."
"Most Commented Notes";"Most Commented Notes"
"Displays list of a Page's most recent notes. This widget should be placed on the Page Profile.";"Displays list of a Circle's most recent notes. This widget should be placed on the Circle Profile."
"Most Recent Notes";"Most Recent Notes"
"Page Profile Most Liked Notes";"Circle Profile Most Liked Notes"
"Displays list of a Page's most liked notes. This widget should be placed on the Page Profile.";"Displays list of a Circle's most liked notes. This widget should be placed on the Circle Profile."
"Most Liked Notes";"Most Liked Notes"
"Displays list of recent notes on the site.";"Displays list of recent notes on the site."
"Count";"Count"
"Displays a list of all the page notes on site.";"Displays a list of all the circle notes on site."
"Displays the list of Notes from Pages created on your community. This widget should be placed in the widgetized Page Notes page. Results from the Search Page Notes form are also shown here.";"Displays the list of Notes from Circles created on your community. This widget should be placed in the widgetized Circle Notes circle. Results from the Search Circle Notes form are also shown here."
"Displays the Most Commented Page Notes. You can choose the number of entries to be shown.";"Displays the Most Commented Circle Notes. You can choose the number of entries to be shown."
"Displays the Most Liked Page Notes. You can choose the number of entries to be shown.";"Displays the Most Liked Circle Notes. You can choose the number of entries to be shown."
"Sponsored Notes";"Sponsored Notes"
"Displays the Notes from Paid Pages. You can choose the number of entries to be shown.";"Displays the Notes from Paid Circles. You can choose the number of entries to be shown."
"Search Page Notes form";"Search Circle Notes form"
"Displays the form for searching Page Notes on the basis of various filters. You can edit the fields to be available in this form.";"Displays the form for searching Circle Notes on the basis of various filters. You can edit the fields to be available in this form."
"Choose the fields that you want to be available in the Search Page Notes form widget.";"Choose the fields that you want to be available in the Search Circle Notes form widget."
"Displays a list of other page notes that are similar to the current page notes, based on tags.";"Displays a list of other circle notes that are similar to the current circle notes, based on tags."
"Popular Page Note Tags";"Popular Circle Note Tags"
"Shows popular tags with frequency.";"Shows popular tags with frequency."
"Page Notes List";"Circle Notes List"
"This is the page notes.";"This is the circle notes."
"Page Note View Page";"Circle Note View Circle"
"View Page Note";"View Circle Note"
"This is the view page for a page note.";"This is the view circle for a circle note."
"Mobile Page Note Profile";"Mobile Circle Note Profile"
"This is the mobile verison of a Page note profile page.";"This is the mobile verison of a Circle note profile circle."
"Everyone’s Notes";"Everyone’s Notes"
"My Notes";"My Notes"
"Notes of Pages I Like";"Notes of Circles I Like"
"Forms the Notes tab of your Page and shows notes of your Page. It should be placed in the Tabbed Blocks area of the Page Profile.";"Forms the Notes tab of your Circle and shows notes of your Circle. It should be placed in the Tabbed Blocks area of the Circle Profile."
"Displays your Page's most commented notes.";"Displays your Circle's most commented notes."
"Displays your Page's most recent notes.";"Displays your Circle's most recent notes."
"Displays your Page's most liked notes.";"Displays your Circle's most liked notes."
"sitepagenotes";"sitecirclenotes"
"Page Notes";"Circle Notes"
"{item:$subject} created a new note in the page {item:$object}:";"{item:$subject} created a new note in the circle {item:$object}:"
"Are you sure that you want to delete the page note titled ""%1$s"" last modified %2$s? It will not be recoverable after being deleted.";"Are you sure that you want to delete the circle note titled ""%1$s"" last modified %2$s? It will not be recoverable after being deleted."
"Your notes has been published.";"Your notes has been published."
"Publish Note ?";"Publish Note ?"
"Are you sure you want to publish this note ?";"Are you sure you want to publish this note ?"
"Publish";"Publish"
"Add Photos";"Add Photos"
"The note for your Page has been successfully published. Would you like to add some photos to it?";"The note for your Circle has been successfully published. Would you like to add some photos to it?"
"The note for your Page has been successfully drafted. Would you like to add some photos to it?";"The note for your Circle has been successfully drafted. Would you like to add some photos to it?"
"Continue to Page";"Continue to Circle"
"Notes using the tag";"Notes using the tag"
"No notes were found matching your search criteria.";"No notes were found matching your search criteria."
"Posted by %s";"Posted by %s"
"View Note";"View Note"
"Back to Page";"Back to Circle"
"Delete Note";"Delete Note"
"Related Notes";"Related Notes"
"Related Note";"Related Note"
"&#171; Previous";"&#171; Previous"
"Edit Note Photos";"Edit Note Photos"
"Edit and manage the photos of your Page's note below.";"Edit and manage the photos of your Circle's note below."
"Cancel";"Cancel"
"%1$s  &raquo";"%2$s  &raquo";"%3$s";"%1$s  &raquo; %2$s  &raquo; %3$s"
"Prev";"Prev"
"Next";"Next"
"Unlike";"Unlike"
"Add a description";"Add a description"
"Type a tag or select a name from the list.";"Type a tag or select a name from the list."
"Are you sure you want to delete this photo?";"Are you sure you want to delete this photo?"
"Delete Note Photo?";"Delete Note Photo?"
"Click ""Add Photos"" to select one or more photos from your computer. After you have selected the photos, they will begin to upload right away. When your upload is finished, click the button below your photo list to save them to your page note listing.";"Click ""Add Photos"" to select one or more photos from your computer. After you have selected the photos, they will begin to upload right away. When your upload is finished, click the button below your photo list to save them to your circle note listing."
"Recent Page Notes";"Recent Circle Notes"
"Featured Notes";"Featured Notes"
"Browse Notes";"Browse Notes"
"Make Note of the Day";"Make Note of the Day"
"Make Note Un-featured ?";"Make Note Un-featured ?"
"Are you sure that you want to make this Page Note un-featured ?";"Are you sure that you want to make this Circle Note un-featured ?"
"Make Note Featured ?";"Make Note Featured ?"
"Are you sure that you want to make this Page Note featured?";"Are you sure that you want to make this Circle Note featured?"
"Add a Note of the Day";"Add a Note of the Day"
"Select a start date and end date below.This note will be displayed as ""Note of the Day"" for this duration.If more than one notes of the day are found for a date then randomly one will be displayed.";"Select a start date and end date below.This note will be displayed as ""Note of the Day"" for this duration.If more than one notes of the day are found for a date then randomly one will be displayed."
"_ACTIVITY_ACTIONTYPE_SITEPAGENOTE_NEW";"New circle notes creates by member"
"ITEM_TYPE_SITEPAGENOTE_NOTE";"Circle Notes"
"ADMIN_ACTIVITY_TYPE_SITEPAGENOTE_NEW";"When someone creates a new circle note."
"ADMIN_ACTIVITY_TYPE_SITEPAGENOTE_ADMIN_NEW";"When circle admin creates a new circle note."
"_ACTIVITY_ACTIONTYPE_SITEPAGENOTE_ADMIN_NEW";"New circle notes creates by circle admin"
"{item:$object} created a new note:";"{item:$object} created a new note:"
"Write a Note";"Write a Note"
"Edit Photos";"Edit Photos"
"Notes";"Notes"
"Save Changes";"Save Changes"
"Add New Photos";"Add New Photos"
"Recent Notes";"Recent Notes"
"Popular Note Tags";"Popular Note Tags"
"Shows popular tags with frequency";"Shows popular tags with frequency"
"Browse the tags created for notes by various members.";"Browse the tags created for notes by various members."
"We have moved these ""Advanced Lightbox Display Settings"" in ""SocialEngineAddOns Core Plugin"". You can change the desired settings by visiting ""%1sAdvanced Lightbox Settings%2s"" section in ""SocialEngineAddOns Core Plugin"".";"We have moved these ""Advanced Lightbox Display Settings"" in ""SocialEngineAddOns Core Plugin"". You can change the desired settings by visiting ""%1sAdvanced Lightbox Settings%2s"" section in ""SocialEngineAddOns Core Plugin""."
"Advanced Lightbox Display";"Advanced Lightbox Display"
"_EMAIL_SITEPAGENOTE_CREATENOTIFICATION_EMAIL_TITLE";"Circle Note Email Notification"
"_EMAIL_SITEPAGENOTE_CREATENOTIFICATION_EMAIL_DESCRIPTION";"This email goes to the owner and circle admin of the Circle when member create a circle note in circle."
"_EMAIL_SITEPAGENOTE_CREATENOTIFICATION_EMAIL_SUBJECT";"[[page_title]] New Note: [item_title]"
"_EMAIL_SITEPAGENOTE_CREATENOTIFICATION_EMAIL_BODY";"
[header]

[body_content]

[footer]"
"{item:$subject} has created a page note {var:$eventname}.";"{item:$subject} has created a circle note {var:$eventname}."
"No notes have been written in this Page yet.";"No notes have been written in this Circle yet."
"Delete Page Note ?";"Delete Circle Note ?"
"Note Category";"Note Category"
"Category:";"Category:"
"mobilepagetitle-sitepagenote-browse-sitemobile-index";"Browse Circle Notes"
"mobilepagetitle-sitepagenote-create-sitemobile-index";"Write a Note"
"mobilepagetitle-sitepagenote-edit-sitemobile-index";"Edit Note"
"mobilepagetitle-sitepagenote-delete-sitemobile-index";"Delete Note"
"mobilepagetitle-sitepagenote-upload-sitemobile-photo";"Add Photos"
